id,type,time_purchased,time_completed,is_refunded
910656,contest,4/22/19 22:20,4/22/19 22:26,1
910664,contest,4/22/19 22:40,4/25/19 14:59,1
905380,contest,4/1/19 16:50,4/30/19 2:58,0
905425,contest,4/1/19 19:26,4/11/19 19:28,0
905477,contest,4/1/19 21:37,6/22/19 17:19,0
905516,contest,4/2/19 0:31,4/16/19 21:03,0
905596,contest,4/2/19 11:05,4/8/19 23:17,1
905603,contest,4/2/19 12:19,4/8/19 20:44,1
905615,contest,4/2/19 13:19,5/12/19 10:44,0
905677,contest,4/2/19 16:49,4/19/19 10:54,0
905684,contest,4/2/19 17:24,4/9/19 19:29,0
905721,contest,4/2/19 19:09,5/25/19 10:44,0
905761,contest,4/2/19 21:09,4/22/19 14:33,0
905773,contest,4/2/19 21:50,4/5/19 18:23,0
905865,contest,4/3/19 4:15,4/18/19 20:17,1
905902,contest,4/3/19 9:07,4/16/19 12:45,0
905942,contest,4/3/19 12:21,4/23/19 16:33,0
905981,contest,4/3/19 14:56,4/4/19 15:09,1
906113,contest,4/3/19 21:05,4/16/19 2:55,0
906149,contest,4/3/19 23:04,4/23/19 19:31,0
906150,contest,4/3/19 23:05,4/16/19 15:04,0
906202,contest,4/4/19 3:11,4/22/19 3:59,0
906221,contest,4/4/19 5:16,4/12/19 13:44,0
906228,contest,4/4/19 5:57,4/11/19 2:33,0
906247,contest,4/4/19 9:24,5/6/19 16:56,0
906266,contest,4/4/19 11:04,4/25/19 6:50,0
906342,contest,4/4/19 16:38,4/15/19 17:35,0
906401,contest,4/4/19 20:09,4/25/19 7:24,0
906512,contest,4/5/19 5:57,4/23/19 4:54,0
906549,contest,4/5/19 12:42,4/11/19 10:39,1
906553,contest,4/5/19 13:19,5/10/19 17:26,0
906582,contest,4/5/19 14:52,4/16/19 15:24,0
906593,contest,4/5/19 15:31,4/28/19 12:22,0
906634,contest,4/5/19 17:37,4/12/19 2:26,0
906651,contest,4/5/19 18:49,4/22/19 0:48,0
906659,contest,4/5/19 19:14,4/15/19 22:53,0
906678,contest,4/5/19 20:17,4/15/19 1:01,0
906839,contest,4/6/19 18:47,4/26/19 15:41,0
906972,contest,4/7/19 17:00,4/22/19 5:52,0
907014,contest,4/7/19 22:00,4/20/19 19:21,0
907079,contest,4/8/19 7:54,5/6/19 13:54,0
907117,contest,4/8/19 12:43,4/15/19 14:09,1
907177,contest,4/8/19 16:15,7/29/19 15:55,0
907252,contest,4/8/19 19:58,5/5/19 5:10,0
907328,contest,4/9/19 1:23,4/24/19 1:08,0
907374,contest,4/9/19 5:42,4/23/19 0:06,0
907377,contest,4/9/19 5:57,4/21/19 17:28,0
907447,contest,4/9/19 13:59,4/17/19 13:21,0
907486,contest,4/9/19 15:38,4/17/19 16:12,1
907543,contest,4/9/19 17:50,5/2/19 2:44,0
910700,contest,4/23/19 1:23,5/22/19 15:14,0
910792,contest,4/23/19 12:00,5/7/19 16:59,0
910863,contest,4/23/19 16:02,5/14/19 17:32,0
910883,contest,4/23/19 17:05,5/6/19 19:58,0
910890,contest,4/23/19 17:25,4/29/19 18:47,0
911029,contest,4/24/19 0:45,5/30/19 5:04,0
911049,contest,4/24/19 2:42,5/7/19 23:16,0
911178,contest,4/24/19 15:49,5/6/19 12:27,0
911215,contest,4/24/19 17:57,5/10/19 12:36,0
911321,contest,4/25/19 0:35,5/4/19 4:08,0
911364,contest,4/25/19 4:24,5/6/19 16:35,1
911429,contest,4/25/19 14:04,5/29/19 17:11,0
911471,contest,4/25/19 16:13,5/1/19 12:58,0
911505,contest,4/25/19 18:19,5/25/19 14:18,0
911606,contest,4/26/19 1:07,5/16/19 19:05,0
911662,contest,4/26/19 8:59,5/1/19 7:18,0
911692,contest,4/26/19 13:38,5/14/19 19:06,0
911720,contest,4/26/19 15:20,6/20/19 7:28,0
911779,contest,4/26/19 18:50,5/6/19 2:33,0
911810,contest,4/26/19 20:01,5/10/19 16:49,0
911833,contest,4/26/19 21:59,5/13/19 19:40,1
911836,contest,4/26/19 22:12,6/7/19 17:43,0
911842,contest,4/26/19 22:35,5/4/19 5:01,0
911927,contest,4/27/19 15:17,5/30/19 16:34,0
911954,contest,4/27/19 18:51,5/3/19 12:16,0
911970,contest,4/27/19 21:53,5/6/19 19:32,0
911995,contest,4/28/19 1:47,5/2/19 0:48,0
912017,contest,4/28/19 7:27,5/23/19 16:39,1
912076,contest,4/28/19 18:30,5/11/19 21:48,0
912089,contest,4/28/19 19:47,5/7/19 11:59,0
912222,contest,4/29/19 14:37,7/31/19 15:39,0
912286,contest,4/29/19 18:29,5/19/19 6:40,0
912318,contest,4/29/19 19:51,5/17/19 19:28,0
912340,contest,4/29/19 20:59,5/30/19 17:23,0
912352,contest,4/29/19 21:33,5/7/19 22:30,0
912374,contest,4/29/19 22:53,5/10/19 16:30,0
912408,contest,4/30/19 2:38,5/7/19 15:35,0
912444,contest,4/30/19 7:53,5/28/19 11:15,0
912464,contest,4/30/19 9:39,5/6/19 12:11,0
912474,contest,4/30/19 10:37,5/13/19 9:08,0
912530,contest,4/30/19 15:05,5/10/19 20:49,0
912561,contest,4/30/19 16:44,6/17/19 16:18,0
912582,contest,4/30/19 18:00,5/8/19 18:19,1
912692,contest,4/30/19 23:48,5/8/19 1:15,0
912708,contest,5/1/19 1:21,5/14/19 2:19,0
912726,contest,5/1/19 3:04,5/7/19 14:11,1
912766,contest,5/1/19 11:26,5/14/19 13:08,0
912779,contest,5/1/19 12:16,5/15/19 18:59,0
912780,contest,5/1/19 12:19,6/16/19 19:40,0
912885,contest,5/1/19 18:40,5/8/19 17:23,0
913011,contest,5/2/19 4:48,5/11/19 15:50,0
913057,contest,5/2/19 11:07,5/27/19 9:42,0
913075,contest,5/2/19 12:57,6/3/19 16:56,0
913086,contest,5/2/19 13:30,5/13/19 15:06,0
913127,contest,5/2/19 16:10,5/23/19 15:27,0
913156,contest,5/2/19 17:32,5/22/19 23:08,0
913163,contest,5/2/19 17:57,5/15/19 19:04,0
913170,contest,5/2/19 18:06,5/13/19 16:21,0
907579,contest,4/9/19 19:47,4/23/19 14:12,1
907605,contest,4/9/19 21:03,4/30/19 18:20,0
907673,contest,4/10/19 1:11,4/16/19 10:53,0
907764,contest,4/10/19 11:53,4/15/19 20:29,1
907766,contest,4/10/19 12:15,5/18/19 18:37,0
907817,contest,4/10/19 15:20,5/21/19 6:32,0
907847,contest,4/10/19 17:24,4/22/19 4:20,0
907875,contest,4/10/19 18:45,5/6/19 7:54,0
907888,contest,4/10/19 19:58,4/10/19 20:10,1
907934,contest,4/10/19 22:08,4/19/19 12:11,0
907945,contest,4/10/19 22:49,4/21/19 3:54,0
907966,contest,4/11/19 0:33,4/20/19 13:14,0
908016,contest,4/11/19 4:44,4/27/19 16:40,0
908021,contest,4/11/19 5:10,4/24/19 16:06,0
908029,contest,4/11/19 5:59,4/24/19 9:16,0
908060,contest,4/11/19 11:02,4/12/19 8:26,1
908099,contest,4/11/19 14:50,4/19/19 14:36,0
908178,contest,4/11/19 18:51,4/19/19 21:49,0
908201,contest,4/11/19 19:49,4/23/19 15:22,0
908285,contest,4/12/19 1:55,7/2/19 3:28,0
908339,contest,4/12/19 10:27,4/18/19 13:06,0
908425,contest,4/12/19 16:29,6/10/19 12:27,0
908501,contest,4/12/19 21:01,4/23/19 19:47,0
908511,contest,4/12/19 21:51,7/3/19 22:05,0
908527,contest,4/12/19 23:11,4/22/19 14:10,0
908559,contest,4/13/19 3:00,5/1/19 2:06,0
908614,contest,4/13/19 15:47,7/4/19 16:12,0
908693,contest,4/14/19 0:20,4/28/19 15:58,0
908737,contest,4/14/19 8:32,5/18/19 21:32,0
908850,contest,4/14/19 21:46,5/2/19 13:22,0
908941,contest,4/15/19 11:37,5/22/19 3:16,0
909010,contest,4/15/19 15:39,5/27/19 4:03,1
909022,contest,4/15/19 16:11,4/24/19 8:04,1
909034,contest,4/15/19 17:34,4/24/19 12:38,0
909105,contest,4/15/19 20:52,4/23/19 18:57,1
909199,contest,4/16/19 3:45,4/29/19 18:00,0
909267,contest,4/16/19 13:14,4/26/19 9:37,1
909350,contest,4/16/19 17:20,7/27/19 20:16,0
909368,contest,4/16/19 18:08,5/6/19 14:52,0
909423,contest,4/16/19 20:38,5/28/19 15:47,1
909508,contest,4/17/19 2:55,4/22/19 20:39,0
909579,contest,4/17/19 13:30,4/17/19 19:03,1
909588,contest,4/17/19 14:23,5/21/19 5:16,0
909599,contest,4/17/19 14:57,4/24/19 15:34,0
909601,contest,4/17/19 14:59,5/6/19 11:15,0
909609,contest,4/17/19 15:26,4/30/19 18:35,0
909616,contest,4/17/19 15:53,4/23/19 0:10,0
909687,contest,4/17/19 21:01,4/27/19 3:03,0
909703,contest,4/17/19 21:40,5/19/19 17:38,0
909723,contest,4/17/19 22:25,5/15/19 12:33,0
909725,contest,4/17/19 22:31,4/28/19 13:07,0
909727,contest,4/17/19 22:36,6/15/19 22:26,0
909769,contest,4/18/19 2:35,5/7/19 23:55,0
909789,contest,4/18/19 3:50,12/9/19 5:52,0
909816,contest,4/18/19 9:54,5/6/19 9:07,0
909891,contest,4/18/19 16:36,5/9/19 21:00,0
909930,contest,4/18/19 18:59,5/11/19 14:54,0
909949,contest,4/18/19 20:05,5/4/19 6:35,0
909950,contest,4/18/19 20:07,5/11/19 14:22,0
909994,contest,4/18/19 23:14,5/2/19 21:45,0
910059,contest,4/19/19 11:46,5/13/19 17:30,0
910087,contest,4/19/19 15:25,4/29/19 7:17,0
910140,contest,4/19/19 19:05,5/1/19 16:07,0
910160,contest,4/19/19 20:11,7/10/19 20:58,0
910205,contest,4/20/19 2:12,5/22/19 21:53,0
900362,contest,3/13/19 17:21,3/31/19 5:58,0
900410,contest,3/13/19 19:14,6/26/19 20:56,0
900467,contest,3/13/19 21:27,3/22/19 5:48,0
900494,contest,3/13/19 23:09,9/10/19 17:07,0
900504,contest,3/13/19 23:29,4/10/19 12:18,0
900575,contest,3/14/19 7:50,3/22/19 11:00,1
900623,contest,3/14/19 12:54,3/25/19 12:46,0
900624,contest,3/14/19 13:00,3/30/19 1:29,0
900630,contest,3/14/19 13:30,3/25/19 21:24,0
900638,contest,3/14/19 13:54,4/19/19 8:17,0
900666,contest,3/14/19 15:08,3/26/19 18:49,0
900706,contest,3/14/19 16:59,3/22/19 10:59,1
900781,contest,3/14/19 20:27,4/4/19 17:53,0
900813,contest,3/14/19 22:19,4/24/19 8:00,0
900876,contest,3/15/19 3:11,6/23/19 15:24,0
900939,contest,3/15/19 13:15,3/26/19 15:36,1
900962,contest,3/15/19 14:59,3/23/19 14:57,0
900982,contest,3/15/19 16:22,3/22/19 13:48,0
901029,contest,3/15/19 18:48,3/25/19 22:48,0
901059,contest,3/15/19 20:39,4/8/19 23:02,0
901108,contest,3/16/19 0:53,4/2/19 6:02,0
901139,contest,3/16/19 6:44,4/22/19 18:33,0
901175,contest,3/16/19 14:48,3/17/19 20:38,0
901219,contest,3/16/19 18:44,3/22/19 12:06,0
901247,contest,3/16/19 22:44,3/19/19 23:19,1
901304,contest,3/17/19 11:51,3/27/19 15:47,0
901339,contest,3/17/19 17:13,3/20/19 14:33,0
901360,contest,3/17/19 20:01,3/24/19 20:22,0
901369,contest,3/17/19 20:41,4/7/19 2:08,0
901412,contest,3/18/19 1:01,3/26/19 17:12,0
901422,contest,3/18/19 1:47,3/23/19 19:36,0
901430,contest,3/18/19 2:55,3/30/19 18:26,0
901497,contest,3/18/19 12:49,3/29/19 11:14,0
901596,contest,3/18/19 18:37,3/27/19 5:00,0
901605,contest,3/18/19 19:07,4/3/19 9:02,0
901703,contest,3/18/19 23:10,5/6/19 23:31,0
901772,contest,3/19/19 5:44,3/19/19 19:39,1
901871,contest,3/19/19 15:20,3/29/19 15:49,0
901911,contest,3/19/19 17:18,4/5/19 6:48,0
901942,contest,3/19/19 18:48,4/8/19 0:12,0
902008,contest,3/19/19 22:00,4/7/19 16:42,0
902013,contest,3/19/19 22:13,4/4/19 22:57,0
902023,contest,3/19/19 22:59,3/21/19 17:52,0
902038,contest,3/19/19 23:23,4/2/19 16:52,1
902141,contest,3/20/19 13:43,5/17/19 6:07,0
902189,contest,3/20/19 16:23,4/15/19 16:32,0
902190,contest,3/20/19 16:24,5/11/19 17:22,0
902281,contest,3/20/19 20:48,3/29/19 11:37,0
902303,contest,3/20/19 21:33,4/2/19 20:53,0
902328,contest,3/20/19 22:29,4/1/19 13:45,0
902332,contest,3/20/19 22:49,5/17/19 15:11,0
902344,contest,3/20/19 23:30,4/10/19 5:08,0
902368,contest,3/21/19 1:03,3/29/19 19:54,0
902398,contest,3/21/19 3:23,4/4/19 2:56,0
902444,contest,3/21/19 10:11,4/13/19 15:40,0
902465,contest,3/21/19 12:04,3/26/19 11:06,0
902497,contest,3/21/19 14:41,4/7/19 21:32,0
902526,contest,3/21/19 15:49,3/29/19 14:56,0
902527,contest,3/21/19 15:50,4/5/19 12:50,0
902556,contest,3/21/19 17:14,3/24/19 21:10,0
902577,contest,3/21/19 18:09,4/6/19 18:50,0
902585,contest,3/21/19 18:31,3/28/19 17:28,0
902591,contest,3/21/19 19:02,4/9/19 16:40,0
902615,contest,3/21/19 20:49,4/10/19 15:40,0
902649,contest,3/21/19 23:03,7/14/19 19:59,0
902920,contest,3/22/19 21:16,4/17/19 6:03,0
902926,contest,3/22/19 21:34,3/26/19 18:54,1
902951,contest,3/22/19 23:55,4/5/19 22:18,1
902997,contest,3/23/19 9:28,4/9/19 14:35,0
903018,contest,3/23/19 15:15,3/29/19 21:34,1
903040,contest,3/23/19 17:37,4/11/19 2:35,0
903065,contest,3/23/19 20:05,3/31/19 12:56,0
903098,contest,3/23/19 23:33,3/30/19 17:27,0
903128,contest,3/24/19 2:45,4/17/19 2:32,0
903184,contest,3/24/19 16:27,6/14/19 16:40,1
903236,contest,3/24/19 20:55,4/15/19 1:54,0
903254,contest,3/24/19 23:16,4/3/19 11:14,0
903295,contest,3/25/19 4:40,5/7/19 18:15,0
903365,contest,3/25/19 13:31,4/10/19 8:33,1
903370,contest,3/25/19 13:39,4/17/19 5:54,0
903376,contest,3/25/19 14:06,4/16/19 18:20,0
903381,contest,3/25/19 14:21,3/25/19 15:39,1
903395,contest,3/25/19 14:53,3/31/19 11:15,1
903402,contest,3/25/19 15:22,4/13/19 17:49,0
903436,contest,3/25/19 17:15,4/26/19 16:46,0
903536,contest,3/25/19 21:08,6/15/19 21:48,1
903576,contest,3/25/19 23:29,4/16/19 6:32,0
903645,contest,3/26/19 7:43,3/26/19 9:56,1
903657,contest,3/26/19 9:54,4/16/19 18:34,0
903668,contest,3/26/19 10:40,4/5/19 13:37,0
903715,contest,3/26/19 14:19,4/26/19 22:29,0
903787,contest,3/26/19 17:09,4/9/19 15:58,0
903832,contest,3/26/19 19:11,4/25/19 11:22,0
903848,contest,3/26/19 19:46,4/3/19 14:32,0
903853,contest,3/26/19 20:03,4/2/19 17:55,0
903872,contest,3/26/19 20:41,4/18/19 15:33,0
903890,contest,3/26/19 21:29,4/12/19 16:10,0
903985,contest,3/27/19 3:40,4/9/19 5:22,0
904036,contest,3/27/19 10:46,4/5/19 14:45,1
904073,contest,3/27/19 14:04,4/1/19 22:34,1
904075,contest,3/27/19 14:07,4/3/19 17:21,0
904076,contest,3/27/19 14:07,4/18/19 14:08,0
904087,contest,3/27/19 14:59,4/23/19 19:34,0
904120,contest,3/27/19 16:15,4/10/19 15:37,0
904172,contest,3/27/19 18:51,4/18/19 20:00,1
904197,contest,3/27/19 19:58,4/1/19 17:01,1
904201,contest,3/27/19 20:10,4/10/19 17:11,1
904325,contest,3/28/19 5:51,4/10/19 9:34,0
904347,contest,3/28/19 9:21,4/12/19 13:57,1
904382,contest,3/28/19 13:49,4/6/19 17:36,0
904396,contest,3/28/19 14:16,4/1/19 15:20,0
904544,contest,3/28/19 20:33,4/3/19 12:32,0
904560,contest,3/28/19 21:05,4/4/19 18:19,1
904602,contest,3/28/19 23:45,8/23/19 15:33,0
904603,contest,3/28/19 23:49,4/20/19 13:07,0
904617,contest,3/29/19 1:04,4/6/19 3:12,0
904625,contest,3/29/19 1:54,5/2/19 18:09,0
904674,contest,3/29/19 8:34,4/29/19 13:17,0
904706,contest,3/29/19 11:29,4/17/19 8:42,0
904850,contest,3/29/19 19:31,5/9/19 5:46,0
904909,contest,3/29/19 23:22,4/22/19 1:18,0
904925,contest,3/30/19 1:07,4/14/19 21:00,0
904946,contest,3/30/19 3:02,4/8/19 19:40,0
905145,contest,3/31/19 15:55,4/7/19 19:59,0
905198,contest,3/31/19 20:54,4/12/19 0:08,0
905295,contest,4/1/19 9:38,4/10/19 10:23,0
910243,contest,4/20/19 11:37,6/23/19 7:00,0
910292,contest,4/20/19 18:43,4/24/19 20:17,0
910350,contest,4/21/19 1:53,5/7/19 3:46,0
910356,contest,4/21/19 3:04,5/4/19 4:48,0
910380,contest,4/21/19 9:57,5/5/19 16:30,0
910386,contest,4/21/19 11:34,4/30/19 17:04,0
910473,contest,4/22/19 2:41,5/11/19 0:44,0
910506,contest,4/22/19 9:44,4/30/19 10:39,0
910511,contest,4/22/19 10:50,5/4/19 14:36,0
910623,contest,4/22/19 19:58,5/6/19 13:44,0
910640,contest,4/22/19 21:12,5/7/19 14:03,0
910661,contest,4/22/19 22:36,5/15/19 14:28,0
910691,contest,4/23/19 0:55,5/1/19 18:16,0
910693,contest,4/23/19 1:01,4/25/19 14:44,1
910744,contest,4/23/19 5:42,5/18/19 4:46,0
910762,contest,4/23/19 8:38,4/29/19 10:54,0
910769,contest,4/23/19 9:12,4/29/19 14:29,0
910862,contest,4/23/19 16:02,4/28/19 18:08,1
910899,contest,4/23/19 17:49,4/29/19 10:44,1
910941,contest,4/23/19 19:44,6/3/19 19:25,0
910991,contest,4/23/19 21:39,5/5/19 5:20,0
911028,contest,4/24/19 0:44,4/29/19 19:20,0
911073,contest,4/24/19 5:10,5/4/19 21:14,0
911077,contest,4/24/19 6:07,5/1/19 5:40,0
911106,contest,4/24/19 9:38,5/14/19 8:33,0
911136,contest,4/24/19 13:32,5/18/19 11:34,0
911318,contest,4/25/19 0:11,5/3/19 18:35,0
911350,contest,4/25/19 2:46,5/4/19 18:40,0
911446,contest,4/25/19 14:42,5/7/19 9:37,0
911496,contest,4/25/19 17:36,6/17/19 8:50,0
911507,contest,4/25/19 18:26,5/7/19 17:01,1
911517,contest,4/25/19 19:16,5/24/19 9:52,0
911642,contest,4/26/19 4:48,5/2/19 5:46,0
911699,contest,4/26/19 14:01,5/16/19 9:20,0
911738,contest,4/26/19 16:18,5/2/19 10:54,1
911748,contest,4/26/19 16:40,5/10/19 19:16,0
911759,contest,4/26/19 17:30,5/12/19 11:37,0
911892,contest,4/27/19 5:39,8/18/19 22:36,0
911904,contest,4/27/19 10:13,5/3/19 14:08,0
911942,contest,4/27/19 17:20,5/31/19 20:01,0
911957,contest,4/27/19 18:57,5/18/19 19:47,0
911958,contest,4/27/19 19:38,5/10/19 20:01,0
911969,contest,4/27/19 21:45,5/2/19 21:34,1
912009,contest,4/28/19 4:41,6/27/19 22:09,1
912020,contest,4/28/19 8:41,5/1/19 17:51,0
912022,contest,4/28/19 8:51,5/6/19 17:52,1
912057,contest,4/28/19 16:20,5/18/19 11:22,0
912147,contest,4/29/19 3:36,5/6/19 18:15,1
912171,contest,4/29/19 8:08,5/21/19 19:38,0
912173,contest,4/29/19 8:38,5/17/19 6:20,0
912187,contest,4/29/19 10:55,4/30/19 10:48,1
912195,contest,4/29/19 11:44,5/9/19 9:27,0
912301,contest,4/29/19 19:09,5/14/19 17:40,1
912344,contest,4/29/19 21:06,5/20/19 17:59,0
905384,contest,4/1/19 17:02,4/12/19 14:21,0
905422,contest,4/1/19 19:17,4/6/19 13:05,0
905442,contest,4/1/19 20:09,4/14/19 5:02,0
905537,contest,4/2/19 2:45,4/10/19 22:18,1
905651,contest,4/2/19 15:12,4/11/19 16:43,0
905687,contest,4/2/19 17:30,4/19/19 1:04,0
905697,contest,4/2/19 18:06,4/17/19 14:49,0
905715,contest,4/2/19 18:56,4/30/19 16:24,0
905722,contest,4/2/19 19:10,7/15/19 20:12,0
905736,contest,4/2/19 19:57,4/20/19 16:55,0
905825,contest,4/3/19 0:39,4/9/19 21:16,1
905868,contest,4/3/19 4:29,7/13/19 1:45,0
905912,contest,4/3/19 9:54,4/9/19 10:08,1
905949,contest,4/3/19 13:03,5/30/19 0:24,0
905967,contest,4/3/19 14:18,5/5/19 12:24,0
905997,contest,4/3/19 15:39,4/19/19 13:37,0
905999,contest,4/3/19 16:01,4/20/19 13:14,0
906038,contest,4/3/19 17:29,4/10/19 23:21,0
906042,contest,4/3/19 17:45,4/8/19 15:38,0
906097,contest,4/3/19 20:18,4/20/19 15:32,0
906119,contest,4/3/19 21:35,4/10/19 1:28,0
906146,contest,4/3/19 22:52,4/15/19 15:17,0
906210,contest,4/4/19 4:05,5/6/19 9:50,0
906227,contest,4/4/19 5:38,4/24/19 21:31,0
906239,contest,4/4/19 8:12,4/22/19 8:02,0
906242,contest,4/4/19 8:41,4/10/19 12:38,1
906349,contest,4/4/19 16:57,4/4/19 17:15,1
906362,contest,4/4/19 18:07,4/21/19 21:18,0
906438,contest,4/4/19 22:10,5/3/19 12:40,0
906448,contest,4/4/19 22:31,4/28/19 22:20,0
906489,contest,4/5/19 2:05,4/24/19 2:11,0
906550,contest,4/5/19 13:04,4/14/19 9:17,0
906616,contest,4/5/19 16:43,5/2/19 16:08,0
906630,contest,4/5/19 17:27,5/9/19 16:39,0
906643,contest,4/5/19 18:26,4/18/19 19:36,0
906644,contest,4/5/19 18:26,4/15/19 21:50,0
906667,contest,4/5/19 19:49,6/18/19 2:50,0
906982,contest,4/7/19 18:22,6/28/19 18:44,0
906988,contest,4/7/19 19:06,4/17/19 13:51,0
907002,contest,4/7/19 20:11,4/19/19 11:52,0
907028,contest,4/7/19 23:21,4/23/19 7:24,0
907253,contest,4/8/19 20:01,4/15/19 11:18,0
907258,contest,4/8/19 20:11,5/1/19 11:59,0
907426,contest,4/9/19 12:59,5/2/19 9:54,0
907498,contest,4/9/19 16:21,4/11/19 9:43,1
907635,contest,4/9/19 22:43,4/19/19 15:39,0
907683,contest,4/10/19 2:02,5/8/19 16:16,0
907735,contest,4/10/19 8:16,5/19/19 13:54,0
907736,contest,4/10/19 8:30,7/24/19 16:08,0
907859,contest,4/10/19 17:57,4/24/19 4:46,0
907884,contest,4/10/19 19:40,4/18/19 10:41,0
907918,contest,4/10/19 21:02,4/22/19 13:49,0
908070,contest,4/11/19 12:32,4/19/19 11:43,0
908122,contest,4/11/19 16:00,7/23/19 0:38,0
908182,contest,4/11/19 18:56,4/30/19 16:22,1
908204,contest,4/11/19 19:53,4/29/19 12:43,0
908308,contest,4/12/19 3:50,4/23/19 14:57,0
908353,contest,4/12/19 11:50,4/16/19 20:23,1
908371,contest,4/12/19 13:22,4/14/19 21:53,0
908486,contest,4/12/19 20:00,4/28/19 23:36,0
908505,contest,4/12/19 21:29,4/21/19 2:04,0
908538,contest,4/13/19 0:07,4/28/19 0:12,0
908562,contest,4/13/19 3:28,5/18/19 15:20,0
908632,contest,4/13/19 17:37,4/17/19 11:59,0
908690,contest,4/13/19 23:50,11/10/20 3:28,0
908694,contest,4/14/19 0:22,5/5/19 20:56,0
908804,contest,4/14/19 16:54,4/30/19 23:38,0
908818,contest,4/14/19 19:01,4/23/19 18:39,0
908830,contest,4/14/19 19:50,5/1/19 15:47,0
908863,contest,4/15/19 0:18,4/17/19 15:53,0
908897,contest,4/15/19 3:44,4/25/19 0:06,0
908938,contest,4/15/19 11:05,4/30/19 11:17,1
908967,contest,4/15/19 13:21,4/25/19 14:30,0
908988,contest,4/15/19 14:52,4/26/19 16:23,1
909021,contest,4/15/19 16:09,5/10/19 21:50,0
909031,contest,4/15/19 17:17,4/22/19 16:14,1
909037,contest,4/15/19 17:42,5/5/19 15:47,0
909073,contest,4/15/19 19:28,4/24/19 16:38,0
909085,contest,4/15/19 20:09,4/29/19 20:20,1
909122,contest,4/15/19 21:49,5/1/19 1:30,0
909127,contest,4/15/19 22:00,4/24/19 15:13,0
909269,contest,4/16/19 13:15,5/5/19 14:53,0
909284,contest,4/16/19 14:22,5/7/19 8:03,0
909351,contest,4/16/19 17:23,4/23/19 17:25,0
909362,contest,4/16/19 17:58,5/7/19 14:07,1
909380,contest,4/16/19 18:44,4/22/19 18:00,0
909388,contest,4/16/19 18:54,4/24/19 15:00,0
909389,contest,4/16/19 19:00,4/23/19 16:05,0
909441,contest,4/16/19 21:42,4/19/19 8:38,0
909537,contest,4/17/19 7:58,4/30/19 3:33,0
909545,contest,4/17/19 8:57,5/13/19 14:04,0
909559,contest,4/17/19 11:35,4/23/19 12:09,0
909563,contest,4/17/19 12:02,4/22/19 15:03,0
909572,contest,4/17/19 12:44,5/9/19 23:14,0
909577,contest,4/17/19 13:15,5/27/19 12:48,0
909608,contest,4/17/19 15:20,5/3/19 15:51,0
909636,contest,4/17/19 17:21,2/6/21 18:42,0
909647,contest,4/17/19 17:56,4/24/19 4:49,0
909675,contest,4/17/19 20:07,4/22/19 17:14,1
909684,contest,4/17/19 20:50,7/8/19 21:12,0
909752,contest,4/18/19 0:50,6/2/19 18:10,0
909754,contest,4/18/19 0:55,5/13/19 12:08,0
909797,contest,4/18/19 5:31,7/11/19 5:00,0
909812,contest,4/18/19 9:04,5/7/19 13:06,0
909813,contest,4/18/19 9:36,5/11/19 12:40,0
909851,contest,4/18/19 13:59,5/2/19 20:54,0
909875,contest,4/18/19 15:49,5/19/19 15:38,0
909889,contest,4/18/19 16:33,5/3/19 11:52,0
909896,contest,4/18/19 16:57,5/31/19 16:18,0
909910,contest,4/18/19 18:06,4/27/19 23:52,0
909946,contest,4/18/19 19:59,5/1/19 22:26,0
909955,contest,4/18/19 20:30,4/29/19 18:16,0
909960,contest,4/18/19 20:47,4/26/19 2:38,1
909971,contest,4/18/19 21:19,4/30/19 15:43,0
909983,contest,4/18/19 22:23,4/19/19 17:39,0
910006,contest,4/19/19 1:59,7/12/19 2:36,0
910057,contest,4/19/19 11:24,5/3/19 19:40,1
910102,contest,4/19/19 16:39,5/5/19 4:12,0
910108,contest,4/19/19 17:08,5/6/19 2:55,0
910116,contest,4/19/19 17:23,4/30/19 1:29,0
910125,contest,4/19/19 17:45,5/4/19 12:56,0
910126,contest,4/19/19 17:48,5/17/19 18:08,0
913211,contest,5/2/19 19:44,5/13/19 14:08,0
913301,contest,5/3/19 3:06,5/16/19 20:55,0
913331,contest,5/3/19 7:17,6/5/19 18:45,0
913340,contest,5/3/19 8:18,5/25/19 7:44,0
913388,contest,5/3/19 13:39,5/13/19 7:58,0
913397,contest,5/3/19 14:34,5/13/19 15:47,0
913398,contest,5/3/19 14:36,5/10/19 14:33,1
913411,contest,5/3/19 15:20,5/12/19 3:54,0
913503,contest,5/3/19 19:44,5/14/19 11:55,0
913505,contest,5/3/19 19:48,5/8/19 19:53,0
913531,contest,5/3/19 21:51,5/25/19 4:08,0
913563,contest,5/4/19 2:08,5/6/19 19:25,1
913618,contest,5/4/19 14:55,5/26/19 19:04,0
913644,contest,5/4/19 17:09,9/7/19 16:41,0
913673,contest,5/4/19 20:30,5/10/19 20:40,0
913722,contest,5/5/19 3:42,5/7/19 21:50,1
913734,contest,5/5/19 6:05,9/1/19 23:28,0
913737,contest,5/5/19 6:15,9/23/19 15:02,0
913768,contest,5/5/19 13:29,5/21/19 15:07,0
913785,contest,5/5/19 16:06,5/20/19 2:40,0
913786,contest,5/5/19 16:09,6/2/19 19:08,0
913806,contest,5/5/19 18:52,5/16/19 15:38,0
913842,contest,5/5/19 23:33,5/13/19 0:20,0
913899,contest,5/6/19 8:30,5/14/19 5:47,0
